"Image type","Feature Class","Feature Name","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_203","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_204","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_205","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_206","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_208","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_209","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_210","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_211","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_212","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_214","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_215","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_226","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7001","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7003","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7005","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7006","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7007","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7008","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7009","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7015"
"diagnostics","Mask-interpolated","BoundingBox","(5, 5, 5, 8, 5, 12)","(5, 5, 5, 10, 16, 29)","(5, 5, 5, 20, 15, 31)","(5, 5, 5, 26, 12, 30)","(5, 5, 5, 18, 10, 22)","(5, 5, 5, 15, 11, 24)","(5, 5, 5, 18, 14, 23)","(5, 5, 5, 8, 6, 6)","(5, 5, 5, 12, 10, 18)","(5, 5, 5, 22, 15, 30)","(5, 5, 5, 20, 15, 28)","(5, 5, 5, 22, 18, 10)","(5, 5, 5, 15, 13, 11)","(5, 5, 5, 16, 12, 12)","(5, 5, 5, 6, 6, 10)","(5, 5, 5, 3, 3, 11)","(5, 5, 5, 8, 3, 9)","(5, 5, 5, 12, 10, 10)","(5, 5, 5, 10, 9, 13)","(5, 5, 5, 11, 6, 7)"
"diagnostics","Mask-interpolated","VoxelNum","36","282","381","667","215","264","282","59","119","475","137","726","595","434","41","6","28","256","168","35"
"diagnostics","Mask-interpolated","VolumeNum","2","1","2","1","1","1","2","1","1","3","17","4","1","1","2","2","1","1","3","2"
"diagnostics","Mask-interpolated","CenterOfMassIndex","(8.944444444444445, 7.583333333333333, 11.333333333333334)","(10.421985815602836, 12.918439716312056, 18.54255319148936)","(17.335958005249346, 12.244094488188976, 19.036745406824146)","(19.550224887556222, 11.589205397301349, 25.625187406296853)","(14.413953488372092, 10.465116279069768, 17.967441860465115)","(14.412878787878787, 11.465909090909092, 19.00378787878788)","(14.609929078014185, 13.446808510638299, 18.117021276595743)","(8.40677966101695, 6.898305084745763, 6.915254237288136)","(10.806722689075631, 10.495798319327731, 13.168067226890756)","(18.210526315789473, 12.877894736842105, 21.44421052631579)","(14.554744525547445, 14.620437956204379, 21.99270072992701)","(15.803030303030303, 12.900826446280991, 9.267217630853995)","(12.601680672268907, 10.988235294117647, 11.248739495798318)","(12.138248847926267, 9.951612903225806, 11.882488479262673)","(7.097560975609756, 6.585365853658536, 8.878048780487806)","(5.666666666666667, 6.333333333333333, 7.666666666666667)","(8.071428571428571, 5.785714285714286, 10.25)","(11.06640625, 9.375, 9.4921875)","(8.755952380952381, 9.339285714285714, 10.654761904761905)","(9.342857142857143, 7.6, 8.057142857142857)"
"diagnostics","Mask-interpolated","CenterOfMass","(17.352234333753586, -25.453999698162107, -35.42314656575521)","(21.829775438029714, -15.663220139894108, -31.758252948733933)","(26.743747334780657, -16.15741232577274, -33.08390772061085)","(26.958014204316232, -22.745853932543703, -32.429018629723224)","(27.821742753649865, -16.088108783544524, -28.304929511491643)","(27.82066805322062, -16.124454799700896, -30.30572232333097)","(27.017718391215546, -16.237688190759524, -30.286621743060174)","(17.814569522768764, -26.03592056743172, -26.73811831716764)","(28.214511930942535, -11.288734436035185, -26.335611551749608)","(27.618315593192452, -18.56487730176828, -31.71770796926398)","(24.962533961247352, -19.113367472686935, -32.46025118862625)","(23.210819843140513, 0.6121144506556639, -21.740639678702866)","(25.009470105171204, -34.369405329227476, -32.82804852653952)","(20.54603854686983, -33.00315439412674, -29.791426135647683)","(25.505350378955285, -28.998714934035075, -24.425179086080412)","(23.074456214904785, -26.78733295202258, -23.173146565755207)","(20.479218274354935, -29.37066613137725, -22.62552751813616)","(20.474195953225717, -30.612853557337104, -26.214813232421875)","(17.163742281496525, -30.77542795240882, -26.17909894670759)","(17.750647008419037, -32.17780882120135, -33.439813232421876)"
"diagnostics","Mask-interpolated","Mean","66.33333333333333","71.65602836879432","71.12073490813648","68.01799100449774","70.74418604651163","67.4280303030303","68.69148936170212","64.27118644067797","92.15126050420169","68.71789473684211","54.11678832116788","69.86088154269973","68.40672268907564","67.81566820276498","69.60975609756098","71.83333333333333","70.78571428571429","66.55078125","65.35714285714286","69.34285714285714"
"diagnostics","Mask-interpolated","Minimum","53.0","52.0","53.0","48.0","51.0","54.0","43.0","49.0","77.0","47.0","31.0","46.0","44.0","52.0","50.0","69.0","58.0","50.0","48.0","57.0"
"diagnostics","Mask-interpolated","Maximum","89.0","89.0","90.0","85.0","89.0","83.0","91.0","77.0","114.0","87.0","69.0","93.0","87.0","92.0","78.0","76.0","77.0","92.0","80.0","77.0"
"original","shape","Elongation","0.36961691820454806","0.2287659549583991","0.30661160813841803","0.5025478213294494","0.466354768691","0.4657351328007972","0.5654773693795007","0.42042425376786574","0.39759862397139767","0.46666444078749675","0.5508857793112583","0.4104010556397222","0.6285905842770667","0.4869747811660584","0.49610749029613255","0.23084707316116662","0.30175568080157905","0.6693608673558096","0.7721186384812466","0.5788723235189718"
"original","shape","Flatness","0.11681108608848319","0.07559147580636898","0.08142013234425355","0.18457367793665452","0.14936972620279515","0.09548083476779774","0.1607499298199243","0.2926768486832865","0.1356441775986768","0.16766717986611335","0.08961535934860403","0.3025457811907003","0.5467020607363254","0.3489020892657705","0.3190732372506141","0.12744035937734252","0.1824599484128429","0.38292986186933997","0.45281350265223136","0.24022272105672"
"original","shape","LeastAxisLength","1.785428757975801","2.76685029123574","3.223016785552896","6.664719100435601","4.3347410198213545","2.7017022393563366","4.7348600067894315","2.780678738909209","2.9300915686472844","5.835861995562505","2.9890419104020363","6.545054553797977","7.679662780607656","5.825796866317533","3.3110648153247784","1.7310532024293332","1.919766460682733","4.442358042623861","5.3322615803685425","2.834433927914221"
"original","shape","MajorAxisLength","15.28475436503824","36.60267591974462","39.585010399216934","36.10871915725126","29.020211324055023","28.295754283324758","29.454818500347265","9.500849662073056","21.60130733599484","34.80622743355375","33.354125142484264","21.633269940302043","14.047254130091089","16.6975121260447","10.377131105872483","13.58324168957966","10.5215773509865","11.600970530053997","11.775844909960231","11.799191664492765"
"original","shape","Maximum2DDiameterColumn","13.416407065318513","14.422204242225545","26.870056083508562","34.05877070179175","22.20360198773663","18.601074129027793","22.803507142787733","8.06225726775054","12.083045253388908","23.853719461960566","19.92485765755714","17.26267547269637","14.14213478079398","13.892443161395615","10.198038419335075","11.04536035883244","9.999999403953552","10.816653181669158","12.041593861057327","10.770328972307338"
"original","shape","Maximum2DDiameterRow","9.21954393362534","31.780495586837382","32.695563807826325","26.476403067911672","22.803507236885856","25.999998679527874","26.419688433785282","6.708203852531348","19.313206915895435","32.695563807826325","29.96664667753852","13.341664023918321","12.999999885375686","10.049875028032508","9.055384604976634","9.999999403953552","5.385164530426889","9.999999403953552","13.601469768140158","6.4031240884939455"
"original","shape","Maximum2DDiameterSlice","6.4031240884939455","7.280109488101465","14.0356680152738","20.615527084347075","15.03329548628346","15.03329548628346","16.492421577270658","6.708203612627281","8.94427148350304","17.117241762285076","16.031218590064288","23.853719884250456","15.231545444733438","16.155493591280667","6.082762177536264","2.2360679508437826","5.099019221356971","12.206555376466572","10.630145537985122","10.440305938001597"
"original","shape","Maximum3DDiameter","13.928387451266849","32.26453004877265","34.33656746521858","36.15245285141376","25.19920489385202","26.305891534561276","26.49528139992951","10.246950248262824","19.924857849011314","33.4962665395479","31.448368832872482","28.08914274938552","16.340133843159784","17.66352073381893","10.488087862245807","11.04536035883244","10.862779849215096","12.999999298499182","14.594518910804027","12.247448003377857"
"original","shape","MeshVolume","23.91666381557793","256.124969467522","357.7082906911778","665.4999206662203","175.66664572556897","248.4166370530935","204.54164228339872","51.54166052242138","97.83332167069155","542.041602050267","100.24998804927033","708.6665821870178","577.2082645247386","419.37495000660533","31.04166296621175","0.5833332637945796","17.999997854232856","244.49997085332913","147.1666491230333","22.666663964589514"
"original","shape","MinorAxisLength","5.649503803918948","8.373446110813177","12.137223696679905","18.14635814347357","13.533713939393618","13.178326878842983","16.65603328112702","3.9943876293377443","8.588650072774806","16.242828661201788","18.37431322236268","8.878316820439027","8.829971681122396","8.131267313598224","5.148172469408328","3.1356515880802043","3.174945736653406","7.76523569616613","9.092349338844812","6.830225494470612"
"original","shape","Sphericity","0.4535051859929812","0.41684398095208564","0.37490971413606555","0.34422139215513314","0.30599453600188103","0.4272910156688933","0.2324032820946649","0.6606013137517124","0.3933031453429454","0.2819183984473383","0.32558684466723326","0.5996024793930349","0.7111890295309162","0.6540483770271366","0.5097851013770996","0.25201722736588167","0.5382412806164816","0.7141464196889109","0.48605452028444723","0.42482382500586946"
"original","shape","SurfaceArea","88.5188166223911","467.8915507634885","649.9951285056081","1070.890189049557","495.71263897947927","447.2470472067619","722.3755306747611","101.38731661363255","261.0645508373321","1140.3787563169246","320.5335512961022","641.0845937884053","471.397674996021","414.26277431819494","93.69727742859035","13.396717211382617","61.709982552563325","264.77851109422977","277.3354624604117","91.17315782800591"
"original","shape","SurfaceVolumeRatio","3.70113563099612","1.826809591178183","1.8171094867543114","1.6091514901722417","2.8218939169243007","1.8003908776495225","3.5316795279950264","1.9670944937741688","2.6684625072434867","2.1038583606930783","3.1973425387199854","0.9046350002986631","0.8166855950757395","0.9878100118084547","3.0184361427600717","22.96580367153597","3.428332772720397","1.0829388247782874","1.8844994033162739","4.022345677795335"
"original","shape","VoxelVolume","35.999995708465704","281.99996638298137","380.99995458126205","666.9999204874063","214.9999743700035","263.99996852874847","281.99996638298137","58.99999296665213","118.99998581409497","474.99994337558917","136.99998366832781","725.9999134540584","594.9999290704749","433.99994826316987","40.99999511241927","5.999999284744284","27.999996662139992","255.99996948242278","167.99997997283995","34.999995827674994"
"original","firstorder","10Percentile","56.0","62.0","64.0","59.0","61.0","61.0","60.1","54.0","82.0","61.0","46.6","60.5","59.0","60.0","63.0","69.5","67.0","60.0","58.0","64.4"
"original","firstorder","90Percentile","77.5","80.0","77.0","76.0","78.0","74.0","77.0","74.0","105.0","76.0","63.0","80.0","76.0","75.0","75.0","75.0","74.6","73.0","73.0","75.0"
"original","firstorder","Energy","160868.0","1461487.0","1938691.0","3114608.0","1085668.0","1207557.0","1345623.0","246544.0","1018830.0","2262239.0","407126.0","3582445.0","2812944.0","2010994.0","200178.0","30995.0","140692.0","1141717.0","723320.0","169011.0"
"original","firstorder","Entropy","0.6500224216483536","0.931831619640705","0.8493728320452438","0.6850126320024768","0.8725946299433214","0.4138168503036331","0.7407167427720323","0.6278548151622877","0.7252767313016588","0.640229973099016","0.730601212753972","0.879458614036275","0.7348683522243511","0.4947514360003872","0.7592757847892828","0.6500224216483536","0.4912373418243325","0.2557420200756242","0.48466232594655745","0.5916727785823268"
"original","firstorder","InterquartileRange","9.5","8.0","8.0","8.0","10.0","7.0","8.0","8.5","12.0","8.0","9.0","10.0","9.0","7.0","8.0","3.0","4.25","7.0","8.0","5.5"
"original","firstorder","Kurtosis","3.1338574169337163","2.9629343981255825","3.3483372170795582","2.7734855371708087","3.3251864780005724","3.0154247886491303","3.8566616728054393","2.5818348821829873","2.557298882336019","3.4711376071120155","3.430572808656667","3.2130616639512795","3.1646504913474125","4.0111575608748735","4.478420145878635","1.978732171882518","5.620009329109698","5.289361681725084","2.984688849462621","3.3969032164885524"
"original","firstorder","Maximum","89.0","89.0","90.0","85.0","89.0","83.0","91.0","77.0","114.0","87.0","69.0","93.0","87.0","92.0","78.0","76.0","77.0","92.0","80.0","77.0"
"original","firstorder","MeanAbsoluteDeviation","6.499999999999998","5.442633670338514","4.3165450775346","5.280548631231611","5.230070308274744","4.171516299357208","5.551305266334692","5.536340132145935","6.713226467057412","4.939975623268698","5.16266183600618","5.770594752938856","5.460535272932702","4.522924674552443","4.679357525282571","2.1111111111111094","2.7602040816326516","4.23907470703125","4.636904761904762","3.5314285714285716"
"original","firstorder","Mean","66.33333333333333","71.65602836879432","71.12073490813648","68.01799100449774","70.74418604651163","67.4280303030303","68.69148936170212","64.27118644067797","92.15126050420169","68.71789473684211","54.11678832116788","69.86088154269973","68.40672268907564","67.81566820276498","69.60975609756098","71.83333333333333","70.78571428571429","66.55078125","65.35714285714286","69.34285714285714"
"original","firstorder","Median","65.5","73.0","71.0","68.0","72.0","67.0","69.0","65.0","91.0","69.0","54.0","70.0","69.0","68.0","71.0","71.0","71.0","66.0","65.0","70.0"
"original","firstorder","Minimum","53.0","52.0","53.0","48.0","51.0","54.0","43.0","49.0","77.0","47.0","31.0","46.0","44.0","52.0","50.0","69.0","58.0","50.0","48.0","57.0"
"original","firstorder","Range","36.0","37.0","37.0","37.0","38.0","29.0","48.0","28.0","37.0","40.0","38.0","47.0","43.0","40.0","28.0","7.0","19.0","42.0","32.0","20.0"
"original","firstorder","RobustMeanAbsoluteDeviation","4.635555555555555","3.706124763705104","3.075443786982248","3.9143810461757376","4.025679887900713","2.9980674892225356","3.6801739097271216","4.0907955018742195","5.087644117947148","3.380606133445506","3.669345020696372","4.074300808307542","3.8494997238256263","3.3974949240756094","3.0853994490358128","1.25","1.8638941398865794","3.0833333333333335","3.42469387755102","2.2551020408163254"
"original","firstorder","RootMeanSquared","66.84725540779932","71.99012442123154","71.33321681742882","68.33430479191475","71.0606684787806","67.63194175428164","69.07758511961349","64.64295680433236","92.52889623601625","69.01165424080654","54.51350867204593","70.2459767188062","68.75781391805528","68.07074796203285","69.8741028128622","71.87373187287086","70.88521909195376","66.78197384961004","65.61612751813529","69.49018430171066"
"original","firstorder","Skewness","0.6899532090926741","-0.3502934350121095","-0.022755189757013506","-0.12705722451589907","-0.4279474667226449","0.07034763332384712","-0.06379855400845666","-0.36533479566980237","0.5020379143315589","-0.13437775631363474","-0.3590077511104638","-0.05027311333903375","-0.3424928363388861","0.5078640673550825","-1.259043828090919","0.6248597644876369","-1.152490689106023","0.391137243077397","-0.10663966333720148","-0.6596581533455798"
"original","firstorder","TotalEnergy","160867.9808230406","1461486.8257771782","1938690.7688900302","3114607.6287098043","1085667.870578293","1207556.8560479921","1345622.839589243","246543.9706096658","1018829.8785460031","2262238.730320104","407125.95146680024","3582444.5729392893","2812943.664670954","2010993.7602708412","200177.97613692353","30994.99630510818","140691.98322820713","1141716.8638967315","723319.9137735392","169010.97985231937"
"original","firstorder","Uniformity","0.7222222222222223","0.5465016850259041","0.600719201438403","0.7136094621354989","0.5856787452677122","0.8472222222222221","0.6921935516322117","0.7851192186153404","0.677988842595862","0.7363146814404433","0.6747828866748362","0.6074076603753538","0.6904399406821553","0.8068657223555395","0.6573468173706127","0.7222222222222223","0.8086734693877551","0.917755126953125","0.8355300453514738","0.7551020408163265"
"original","firstorder","Variance","68.44444444444443","47.991612594939895","30.268887648886412","43.13011110636586","44.878745267712276","27.540274908172634","53.19205522861022","47.92645791439242","69.74182614222158","40.45936398891966","43.09584953913369","53.95447525594032","48.15726572982134","34.661874323090316","36.8720999405116","5.805555555555555","14.096938775510203","30.82554626464844","33.92006802721088","20.453877551020412"
"original","glcm","Autocorrelation","1.4277358058608058","1.8508722552187185","1.6463943288600935","4.709946921407044","1.6220234620934673","1.1959836443274698","4.687317885754036","4.1734152723953475","1.3572987203700404","4.592275183504265","3.2371378411891305","5.0568181697450765","4.790410507658833","1.2594841939599528","1.5752292579215657","1.6","1.227014652014652","1.084378967709633","4.346154465816927","1.2156204906204906"
"original","glcm","ClusterProminence","0.2768427797245357","0.49237740702330424","0.48249467958565234","0.39286211495986695","0.3304159114534802","0.26725610603753663","0.49857674905903515","0.11302336468180912","0.36414258069359917","0.3426459682809773","0.4766552913969736","0.6286775689280316","0.5442422756427256","0.32774313684111483","0.3031782003687385","0.025","0.08870404752907714","0.14474985051181413","0.2942855717082464","0.08588782559256972"
"original","glcm","ClusterShade","0.12677290828150442","0.1539313778986314","0.2253850019141176","0.23572064061775938","0.13383481701985547","0.1843086034158639","0.27711956881786837","0.047727190794158096","0.22799372276297994","0.2145107991504943","-0.2679028637038345","0.276943928385413","0.30158496383081346","0.21958990455809507","0.10582312717915648","0.0","0.06920713041525116","0.10043946915620415","0.1767753677759304","0.03410447396116805"
"original","glcm","ClusterTendency","0.30296764776546714","0.47597528751997686","0.4293119296802804","0.31314228572238983","0.3726220265105464","0.18263692797957637","0.3385227737472605","0.13880356767267202","0.28925380943747103","0.271339430136455","0.37452292862046066","0.46628891009864215","0.3747523334527445","0.23227718171561199","0.30478474838882064","0.1","0.11350145115026068","0.08572533647844666","0.18745162122772172","0.1267732741244646"
"original","glcm","Contrast","0.24023580586080584","0.4384367985055341","0.35689880127132806","0.26294112756025584","0.4251972288520486","0.14042795041888534","0.25025739257177837","0.18953339762874868","0.2321278235428099","0.21748950792801264","0.2731801509276392","0.32440778838134254","0.24669314350304816","0.17865691265259437","0.4019858346781424","0.6","0.2105311355311355","0.062302889173484886","0.1373952043078212","0.15501443001443002"
"original","glcm","Correlation","0.127753138292354","0.04360742560951718","0.09669728689890623","0.08741419600980015","-0.07201766974999488","0.12784093498288107","0.15196143692308456","-0.11189245674852256","0.10694912193492093","0.09208883214165785","0.15792544748986176","0.17899205520054526","0.20560418880110817","0.1319677542318357","-0.014763315778951612","-0.33333333333333287","0.19075504686364433","0.14685994102114738","0.13119591811353565","0.4921700402983827"
"original","glcm","DifferenceAverage","0.24023580586080584","0.4384367985055341","0.35689880127132806","0.2594388053623767","0.4251972288520486","0.14042795041888534","0.23682608810281294","0.17045697855232958","0.2321278235428099","0.21748950792801264","0.2731801509276392","0.3163425634157503","0.24490782578436623","0.17865691265259437","0.4019858346781424","0.6","0.2105311355311355","0.062302889173484886","0.1357585430966919","0.15501443001443002"
"original","glcm","DifferenceEntropy","0.6791928289213688","0.9635144166802421","0.9286376889309716","0.831241028800344","0.9669330633676074","0.5806163991040254","0.7997008033205913","0.6510759851076747","0.7464181530715243","0.7489398238441544","0.816833952667796","0.922566358009523","0.8064128880432033","0.6729759470370913","0.8127078424950961","0.3999999999999996","0.4280715557684826","0.3358766474027843","0.5593177321215215","0.38273266679785406"
"original","glcm","DifferenceVariance","0.15973848109880048","0.2375700099076921","0.2258918483715951","0.19435409242057944","0.23873222973611477","0.11989643137125319","0.19066963706277246","0.1541194483194709","0.16878848571633812","0.16860790667614098","0.1905722599154522","0.22351870408188912","0.18603674124446826","0.1459110684719189","0.19516388985021316","0.1","0.09623300531038627","0.05836956666556238","0.11632708034008592","0.09085857154309535"
"original","glcm","Id","0.8798820970695971","0.780781600747233","0.821550599364336","0.870864317685125","0.7874013855739757","0.9297860247905573","0.8838255066934211","0.9179509139032385","0.883936088228595","0.8912552460359937","0.8634099245361804","0.843172922453057","0.8778436400609306","0.9106715436737028","0.7990070826609288","0.7","0.8947344322344323","0.9688485554132575","0.9323935053201756","0.9224927849927851"
"original","glcm","Idm","0.8798820970695971","0.780781600747233","0.821550599364336","0.8706308295385997","0.7874013855739757","0.9297860247905573","0.88293008639549","0.916679152631477","0.883936088228595","0.8912552460359937","0.8634099245361804","0.8426352407886841","0.8777246188796851","0.9106715436737028","0.7990070826609288","0.7","0.8947344322344323","0.9688485554132575","0.932284394572767","0.9224927849927851"
"original","glcm","Idmn","0.9519528388278387","0.9123126402988931","0.9286202397457346","0.9738675328838766","0.9149605542295902","0.9719144099162229","0.9755941671029282","0.9819271103483445","0.953574435291438","0.9782510492071987","0.9453639698144721","0.9679314623141237","0.9754130849290191","0.964268617469481","0.9196028330643716","0.8800000000000001","0.957893772893773","0.987539422165303","0.9863360177789621","0.968997113997114"
"original","glcm","Idn","0.919921398046398","0.8538544004981552","0.8810337329095573","0.9353154147692998","0.8582675903826504","0.9531906831937049","0.9414650431977452","0.9583395763157386","0.9226240588190634","0.9456276230179969","0.9089399496907868","0.9213176203943421","0.9388623094398425","0.9404476957824686","0.8660047217739526","0.7999999999999999","0.9298229548229549","0.9792323702755049","0.9661421972863834","0.9483285233285234"
"original","glcm","Imc1","-0.1834442999943522","-0.026764837978882374","-0.013429101040765798","-0.028917679438613248","-0.051792683786919765","-0.05404193223960356","-0.07583959751876762","-0.04919771818125266","-0.07493253052659864","-0.028986717828544138","-0.06824234316077128","-0.03689258329837845","-0.04622330989226924","-0.03485764750545359","-0.08662875132424655","-0.46042625591561315","-0.11469606300761989","-0.05822783279724785","-0.04396663676680415","-0.040746829736721515"
"original","glcm","Imc2","0.3610855345493678","0.1822394626779754","0.11734719791035843","0.18067635636592072","0.230631881598627","0.20026635935425738","0.2944621561361907","0.18982670514804612","0.27595051998692327","0.15420458848248603","0.2576687024963014","0.23349354673445857","0.2363750495031005","0.14723485043756554","0.2858417890032943","0.5584470159591242","0.21418628565975298","0.14878198438667514","0.17810824122938923","0.14644565908133456"
"original","glcm","InverseVariance","0.24023580586080584","0.4384367985055341","0.35689880127132806","0.25637427343923247","0.4251972288520486","0.14042795041888534","0.22507369669246827","0.1537651118604629","0.2321278235428099","0.21748950792801264","0.2731801509276392","0.30928549157085716","0.2433456727805195","0.17865691265259437","0.4019858346781424","0.6","0.2105311355311355","0.062302889173484886","0.13432646453695377","0.15501443001443002"
"original","glcm","JointAverage","1.1826179029304031","1.3566968848238286","1.2749479098319192","2.1673112995354136","1.2782073588398306","1.0887325398456373","2.1597015690281514","2.0457383704833894","1.1577875440471483","2.139470977533558","1.7912426388843168","2.240822104061806","2.1813635492078505","1.11627088342875","1.2587407250868792","1.3","1.110760073260073","1.038510137432125","2.0815225131315445","1.097709235209235"
"original","glcm","JointEnergy","0.568659792088063","0.3052239470795524","0.3810027861526005","0.5249976053931916","0.3623581425825877","0.718571129429516","0.5421625530148328","0.7179287261864735","0.5705206977935215","0.5879728234825922","0.48557620031049786","0.4029754746274117","0.5095158207618723","0.6486218843439779","0.45145081861630526","0.55","0.7417507013489156","0.8676163205084719","0.7262246312336724","0.7682475763874574"
"original","glcm","JointEntropy","1.0876469246679756","1.8490068123139203","1.6667268090705778","1.3402099746583858","1.6534305285712856","0.8392432816605484","1.3384662109422651","0.8871934369874699","1.1789399256138728","1.1724179225428952","1.4024407183579741","1.7049845247342292","1.4113674812418227","1.0189212232819094","1.4328089974948202","0.9999999999999993","0.6658873187921651","0.4556760376070817","0.8540939657750803","0.5934013897852833"
"original","glcm","MCC","0.3049629110903616","0.15500646264300688","0.10139698971181677","0.15508576436150281","0.17949730182651208","0.18595817877408752","0.26032366181496447","0.14536270753113104","0.23503642287481893","0.12931479126879308","0.22752880011208182","0.2048124122481532","0.21259248972993577","0.14144700877589442","0.23601804411171953","0.533333333333333","0.18103982493122733","0.16849506820020196","0.16839219814631104","0.10759383219276258"
"original","glcm","MaximumProbability","0.6972641941391942","0.4314107232494116","0.5466026895324168","0.6998594713722331","0.5091940267341452","0.8410534849449198","0.7146623022557559","0.83908123098588","0.7261485441814467","0.7481192187019547","0.654652563420497","0.590127683086396","0.6901358633882025","0.7944006602449527","0.5437628610705534","0.6","0.8224358974358975","0.9303384179811325","0.8441770436125597","0.8247835497835496"
"original","glcm","SumAverage","2.3652358058608063","2.713393769647657","2.5498958196638384","4.334622599070827","2.556414717679661","2.1774650796912747","4.319403138056303","4.091476740966779","2.3155750880942967","4.278941955067116","3.582485277768633","4.481644208123612","4.362727098415701","2.2325417668575","2.5174814501737584","2.6","2.221520146520146","2.07702027486425","4.16304502626309","2.19541847041847"
"original","glcm","SumEntropy","0.8474111188071699","1.4105700138083868","1.3098280077992503","1.0679738437879052","1.2282332997192371","0.6988153312416632","1.0652435137487368","0.6736274140733869","0.9468121020710634","0.9549284146148831","1.1292605674303355","1.3600077837758882","1.1587579655954074","0.8402643106293153","1.0308231628166782","0.3999999999999996","0.4553561832610299","0.3933731484335971","0.7128838246991347","0.4383869597708534"
"original","glcm","SumSquares","0.13580086340656825","0.2286030215063777","0.19655268273790213","0.14402085332066142","0.19945481384064873","0.08076621959961543","0.14719504157975968","0.08208424132535518","0.13034540824507024","0.12220723451611692","0.161925769887025","0.19767417461999617","0.1553613692389482","0.10273352359205158","0.17669264576674074","0.175","0.08100814667034904","0.037007056412982894","0.08121170638388575","0.07044692603472365"
"original","gldm","DependenceEntropy","3.121352613613019","4.5370628818070875","4.439236135626125","4.533202224356469","3.9925178869217675","4.226420016991483","3.7650279688565202","3.9682072968101236","4.086205338869622","4.117680885978449","4.003821366526305","5.222321054003089","5.056816993784216","4.714038077322811","3.4458315068716456","1.9182958340544882","3.440759832540086","4.491187735118361","4.5968678158762994","3.299594445021884"
"original","gldm","DependenceNonUniformity","5.944444444444445","23.01418439716312","26.5748031496063","38.59820089955023","23.325581395348838","18.325757575757574","32.0354609929078","4.593220338983051","9.974789915966387","40.397894736842105","13.627737226277372","31.123966942148762","25.332773109243696","20.35483870967742","5.439024390243903","2.0","2.9285714285714284","12.9453125","9.05952380952381","4.942857142857143"
"original","gldm","DependenceNonUniformityNormalized","0.16512345679012347","0.08161058296866355","0.069750139500279","0.057868367165742465","0.10849107625743645","0.06941574839302111","0.11360092550676526","0.0778511921861534","0.08382176399971754","0.08504819944598338","0.09947253449837498","0.0428704778817476","0.042576089259233105","0.046900550022298204","0.13265913146936348","0.3333333333333333","0.10459183673469388","0.050567626953125","0.05392573696145125","0.14122448979591837"
"original","gldm","DependenceVariance","5.4413580246913575","12.270962225240181","16.53445484668747","23.189541660953633","9.01343428880476","18.735307621671257","6.565665710980332","27.737431772479173","13.658781159522631","11.627257617728532","9.784431775800522","44.24932267832343","45.89156133041451","37.4752065238166","5.932183224271267","0.6666666666666666","11.38265306122449","37.82708740234375","30.341695011337865","4.484897959183673"
"original","gldm","GrayLevelNonUniformity","26.0","154.11347517730496","228.8740157480315","475.9775112443778","125.92093023255813","223.66666666666666","195.19858156028369","46.32203389830509","80.68067226890756","349.7494736842105","92.44525547445255","440.9779614325069","410.81176470588235","350.17972350230417","26.951219512195124","4.333333333333333","22.642857142857142","234.9453125","140.36904761904762","26.428571428571427"
"original","gldm","GrayLevelVariance","0.1388888888888889","0.22674915748704794","0.19964039928079855","0.14471924457561325","0.20716062736614385","0.07638888888888888","0.15775111915899603","0.11605860384946853","0.16100557870206905","0.13281329639889197","0.1626085566625819","0.20161798298537592","0.15757644234164253","0.09656713882223025","0.17132659131469363","0.1388888888888889","0.09566326530612244","0.0411224365234375","0.08499858276643991","0.12244897959183673"
"original","gldm","HighGrayLevelEmphasis","1.5","2.0425531914893615","1.8267716535433072","4.83808095952024","1.8790697674418604","1.25","4.882978723404255","4.322033898305085","1.6050420168067228","4.762105263157895","3.386861313868613","5.267217630853994","4.909243697478992","1.3248847926267282","1.6585365853658536","1.5","1.3214285714285714","1.12890625","4.351190476190476","1.4285714285714286"
